strain,sex,id,replicate,drug,dose,dosecode,cells,viability
LP/J,m,BEZ_2322,2,BEZ235,0,ctrl,monocytes,92.37
LP/J,m,BEZ_2323,3,BEZ235,0,ctrl,monocytes,104.05
LP/J,m,BEZ_2324,4,BEZ235,0,ctrl,monocytes,95.71
LP/J,m,BEZ_2329,1,BEZ235,0.046,A,monocytes,111.80
LP/J,m,BEZ_2330,2,BEZ235,0.046,A,monocytes,96.42
LP/J,m,BEZ_2331,3,BEZ235,0.046,A,monocytes,105.84
LP/J,m,BEZ_2332,4,BEZ235,0.046,A,monocytes,99.40
LP/J,m,BEZ_2333,1,BEZ235,0.137,B,monocytes,105.60
LP/J,m,BEZ_2334,2,BEZ235,0.137,B,monocytes,94.52
LP/J,m,BEZ_2335,3,BEZ235,0.137,B,monocytes,105.48
LP/J,m,BEZ_2336,4,BEZ235,0.137,B,monocytes,93.68
LP/J,m,BEZ_2341,1,BEZ235,1.235,C,monocytes,100.72
LP/J,m,BEZ_2342,2,BEZ235,1.235,C,monocytes,106.44
LP/J,m,BEZ_2343,3,BEZ235,1.235,C,monocytes,103.69
LP/J,m,BEZ_2344,4,BEZ235,1.235,C,monocytes,99.05
LP/J,m,BEZ_2349,1,BEZ235,11.111,D,monocytes,102.62
LP/J,m,BEZ_2350,2,BEZ235,11.111,D,monocytes,85.58
LP/J,m,BEZ_2351,3,BEZ235,11.111,D,monocytes,97.02
LP/J,m,BEZ_2352,4,BEZ235,11.111,D,monocytes,98.09
LP/J,m,BEZ_2357,1,BEZ235,100,E,monocytes,79.62
LP/J,m,BEZ_2358,2,BEZ235,100,E,monocytes,74.14
LP/J,m,BEZ_2359,3,BEZ235,100,E,monocytes,82.00
LP/J,m,BEZ_2360,4,BEZ235,100,E,monocytes,82.36
LP/J,m,BEZ_2361,1,BEZ235,0,ctrl,"T cells",102.13
LP/J,m,BEZ_2362,2,BEZ235,0,ctrl,"T cells",98.08
LP/J,m,BEZ_2363,3,BEZ235,0,ctrl,"T cells",103.31
LP/J,m,BEZ_2364,4,BEZ235,0,ctrl,"T cells",96.48
LP/J,m,BEZ_2369,1,BEZ235,0.046,A,"T cells",102.77
LP/J,m,BEZ_2370,2,BEZ235,0.046,A,"T cells",98.72
LP/J,m,BEZ_2371,3,BEZ235,0.046,A,"T cells",100.96
LP/J,m,BEZ_2372,4,BEZ235,0.046,A,"T cells",100.00
LP/J,m,BEZ_2373,1,BEZ235,0.137,B,"T cells",100.53
LP/J,m,BEZ_2374,2,BEZ235,0.137,B,"T cells",98.40
LP/J,m,BEZ_2375,3,BEZ235,0.137,B,"T cells",102.13
LP/J,m,BEZ_2376,4,BEZ235,0.137,B,"T cells",98.40
LP/J,m,BEZ_2381,1,BEZ235,1.235,C,"T cells",93.17
LP/J,m,BEZ_2382,2,BEZ235,1.235,C,"T cells",100.11
LP/J,m,BEZ_2383,3,BEZ235,1.235,C,"T cells",99.15
LP/J,m,BEZ_2384,4,BEZ235,1.235,C,"T cells",93.17
LP/J,m,BEZ_2389,1,BEZ235,11.111,D,"T cells",100.00
LP/J,m,BEZ_2390,2,BEZ235,11.111,D,"T cells",86.45
LP/J,m,BEZ_2391,3,BEZ235,11.111,D,"T cells",92.96
LP/J,m,BEZ_2392,4,BEZ235,11.111,D,"T cells",93.92
LP/J,m,BEZ_2397,1,BEZ235,100,E,"T cells",89.86
LP/J,m,BEZ_2398,2,BEZ235,100,E,"T cells",95.94
LP/J,m,BEZ_2399,3,BEZ235,100,E,"T cells",96.91
LP/J,m,BEZ_2400,4,BEZ235,100,E,"T cells",96.69
LP/J,m,DOX_2281,1,doxorubicin,0,ctrl,"B cells",106.96
LP/J,m,DOX_2282,2,doxorubicin,0,ctrl,"B cells",100.27
LP/J,m,DOX_2283,3,doxorubicin,0,ctrl,"B cells",90.23
LP/J,m,DOX_2284,4,doxorubicin,0,ctrl,"B cells",102.54
LP/J,m,DOX_2289,1,doxorubicin,0.046,A,"B cells",78.90
LP/J,m,DOX_2290,2,doxorubicin,0.046,A,"B cells",53.97
LP/J,m,DOX_2291,3,doxorubicin,0.046,A,"B cells",58.28
LP/J,m,DOX_2292,4,doxorubicin,0.046,A,"B cells",63.36
LP/J,m,DOX_2293,1,doxorubicin,0.137,B,"B cells",46.30
LP/J,m,DOX_2294,2,doxorubicin,0.137,B,"B cells",35.83
LP/J,m,DOX_2295,3,doxorubicin,0.137,B,"B cells",35.08
LP/J,m,DOX_2296,4,doxorubicin,0.137,B,"B cells",36.59
LP/J,m,DOX_2301,1,doxorubicin,1.235,C,"B cells",31.84
LP/J,m,DOX_2302,2,doxorubicin,1.235,C,"B cells",11.23
LP/J,m,DOX_2303,3,doxorubicin,1.235,C,"B cells",15.65
LP/J,m,DOX_2304,4,doxorubicin,1.235,C,"B cells",8.00
LP/J,m,DOX_2309,1,doxorubicin,11.111,D,"B cells",11.01
LP/J,m,DOX_2310,2,doxorubicin,11.111,D,"B cells",2.09
LP/J,m,DOX_2311,3,doxorubicin,11.111,D,"B cells",1.65
LP/J,m,DOX_2312,4,doxorubicin,11.111,D,"B cells",1.30
LP/J,m,DOX_2317,1,doxorubicin,100,E,"B cells",4.86
LP/J,m,DOX_2318,2,doxorubicin,100,E,"B cells",0.87
LP/J,m,DOX_2319,3,doxorubicin,100,E,"B cells",1.26
LP/J,m,DOX_2320,4,doxorubicin,100,E,"B cells",2.42
LP/J,m,DOX_2321,1,doxorubicin,0,ctrl,monocytes,99.54
LP/J,m,DOX_2322,2,doxorubicin,0,ctrl,monocytes,103.10
LP/J,m,DOX_2323,3,doxorubicin,0,ctrl,monocytes,96.85
LP/J,m,DOX_2324,4,doxorubicin,0,ctrl,monocytes,100.51
LP/J,m,DOX_2329,1,doxorubicin,0.046,A,monocytes,88.54
LP/J,m,DOX_2330,2,doxorubicin,0.046,A,monocytes,87.79
LP/J,m,DOX_2331,3,doxorubicin,0.046,A,monocytes,82.07
LP/J,m,DOX_2332,4,doxorubicin,0.046,A,monocytes,86.71
LP/J,m,DOX_2333,1,doxorubicin,0.137,B,monocytes,68.16
LP/J,m,DOX_2334,2,doxorubicin,0.137,B,monocytes,66.54
LP/J,m,DOX_2335,3,doxorubicin,0.137,B,monocytes,60.18
LP/J,m,DOX_2336,4,doxorubicin,0.137,B,monocytes,65.79
LP/J,m,DOX_2341,1,doxorubicin,1.235,C,monocytes,48.21
LP/J,m,DOX_2342,2,doxorubicin,1.235,C,monocytes,50.90
LP/J,m,DOX_2343,3,doxorubicin,1.235,C,monocytes,51.23
LP/J,m,DOX_2344,4,doxorubicin,1.235,C,monocytes,47.88
LP/J,m,DOX_2349,1,doxorubicin,11.111,D,monocytes,18.23
LP/J,m,DOX_2350,2,doxorubicin,11.111,D,monocytes,13.37
LP/J,m,DOX_2351,3,doxorubicin,11.111,D,monocytes,11.22
LP/J,m,DOX_2352,4,doxorubicin,11.111,D,monocytes,15.64
LP/J,m,DOX_2357,1,doxorubicin,100,E,monocytes,14.34
LP/J,m,DOX_2358,2,doxorubicin,100,E,monocytes,9.36
LP/J,m,DOX_2359,3,doxorubicin,100,E,monocytes,6.79
LP/J,m,DOX_2360,4,doxorubicin,100,E,monocytes,9.86
LP/J,m,DOX_2361,1,doxorubicin,0,ctrl,"T cells",100.03
LP/J,m,DOX_2362,2,doxorubicin,0,ctrl,"T cells",100.85
LP/J,m,DOX_2363,3,doxorubicin,0,ctrl,"T cells",99.31
LP/J,m,DOX_2364,4,doxorubicin,0,ctrl,"T cells",99.82
LP/J,m,DOX_2369,1,doxorubicin,0.046,A,"T cells",95.21
LP/J,m,DOX_2370,2,doxorubicin,0.046,A,"T cells",96.95
LP/J,m,DOX_2371,3,doxorubicin,0.046,A,"T cells",96.23
LP/J,m,DOX_2372,4,doxorubicin,0.046,A,"T cells",96.54
LP/J,m,DOX_2373,1,doxorubicin,0.137,B,"T cells",88.55
LP/J,m,DOX_2374,2,doxorubicin,0.137,B,"T cells",92.34
LP/J,m,DOX_2375,3,doxorubicin,0.137,B,"T cells",90.70
LP/J,m,DOX_2376,4,doxorubicin,0.137,B,"T cells",89.26
LP/J,m,DOX_2381,1,doxorubicin,1.235,C,"T cells",92.13
LP/J,m,DOX_2382,2,doxorubicin,1.235,C,"T cells",92.03
LP/J,m,DOX_2383,3,doxorubicin,1.235,C,"T cells",91.31
LP/J,m,DOX_2384,4,doxorubicin,1.235,C,"T cells",86.09
LP/J,m,DOX_2389,1,doxorubicin,11.111,D,"T cells",77.99
LP/J,m,DOX_2390,2,doxorubicin,11.111,D,"T cells",83.22
LP/J,m,DOX_2391,3,doxorubicin,11.111,D,"T cells",84.65
LP/J,m,DOX_2392,4,doxorubicin,11.111,D,"T cells",77.99
LP/J,m,DOX_2397,1,doxorubicin,100,E,"T cells",81.17
LP/J,m,DOX_2398,2,doxorubicin,100,E,"T cells",72.66
LP/J,m,DOX_2399,3,doxorubicin,100,E,"T cells",66.21
LP/J,m,DOX_2400,4,doxorubicin,100,E,"T cells",71.12
LP/J,m,IDA_2281,1,idarubicin,0,ctrl,"B cells",113.37
LP/J,m,IDA_2282,2,idarubicin,0,ctrl,"B cells",90.79
LP/J,m,IDA_2283,3,idarubicin,0,ctrl,"B cells",100.85
LP/J,m,IDA_2284,4,idarubicin,0,ctrl,"B cells",95.00
LP/J,m,IDA_2289,1,idarubicin,0.046,A,"B cells",108.45
LP/J,m,IDA_2290,2,idarubicin,0.046,A,"B cells",75.93
LP/J,m,IDA_2291,3,idarubicin,0.046,A,"B cells",85.87
LP/J,m,IDA_2292,4,idarubicin,0.046,A,"B cells",86.46
LP/J,m,IDA_2293,1,idarubicin,0.137,B,"B cells",81.78
LP/J,m,IDA_2294,2,idarubicin,0.137,B,"B cells",69.38
LP/J,m,IDA_2295,3,idarubicin,0.137,B,"B cells",71.60
LP/J,m,IDA_2296,4,idarubicin,0.137,B,"B cells",69.73
LP/J,m,IDA_2301,1,idarubicin,1.235,C,"B cells",21.76
LP/J,m,IDA_2302,2,idarubicin,1.235,C,"B cells",7.48
LP/J,m,IDA_2303,3,idarubicin,1.235,C,"B cells",14.16
LP/J,m,IDA_2304,4,idarubicin,1.235,C,"B cells",14.62
LP/J,m,IDA_2309,1,idarubicin,11.111,D,"B cells",12.52
LP/J,m,IDA_2310,2,idarubicin,11.111,D,"B cells",3.57
LP/J,m,IDA_2311,3,idarubicin,11.111,D,"B cells",11.27
LP/J,m,IDA_2312,4,idarubicin,11.111,D,"B cells",7.65
LP/J,m,IDA_2317,1,idarubicin,100,E,"B cells",0.10
LP/J,m,IDA_2318,2,idarubicin,100,E,"B cells",0.07
LP/J,m,IDA_2319,3,idarubicin,100,E,"B cells",0.03
LP/J,m,IDA_2320,4,idarubicin,100,E,"B cells",0.00
LP/J,m,IDA_2321,1,idarubicin,0,ctrl,monocytes,105.50
LP/J,m,IDA_2322,2,idarubicin,0,ctrl,monocytes,99.21
LP/J,m,IDA_2323,3,idarubicin,0,ctrl,monocytes,99.76
LP/J,m,IDA_2324,4,idarubicin,0,ctrl,monocytes,95.53
LP/J,m,IDA_2329,1,idarubicin,0.046,A,monocytes,102.36
LP/J,m,IDA_2330,2,idarubicin,0.046,A,monocytes,92.38
LP/J,m,IDA_2331,3,idarubicin,0.046,A,monocytes,95.53
LP/J,m,IDA_2332,4,idarubicin,0.046,A,monocytes,94.33
LP/J,m,IDA_2333,1,idarubicin,0.137,B,monocytes,95.20
LP/J,m,IDA_2334,2,idarubicin,0.137,B,monocytes,91.19
LP/J,m,IDA_2335,3,idarubicin,0.137,B,monocytes,80.13
LP/J,m,IDA_2336,4,idarubicin,0.137,B,monocytes,86.85
LP/J,m,IDA_2341,1,idarubicin,1.235,C,monocytes,45.97
LP/J,m,IDA_2342,2,idarubicin,1.235,C,monocytes,38.71
LP/J,m,IDA_2343,3,idarubicin,1.235,C,monocytes,40.77
LP/J,m,IDA_2344,4,idarubicin,1.235,C,monocytes,46.41
LP/J,m,IDA_2349,1,idarubicin,11.111,D,monocytes,29.71
LP/J,m,IDA_2350,2,idarubicin,11.111,D,monocytes,23.75
LP/J,m,IDA_2351,3,idarubicin,11.111,D,monocytes,36.43
LP/J,m,IDA_2352,4,idarubicin,11.111,D,monocytes,33.40
LP/J,m,IDA_2357,1,idarubicin,100,E,monocytes,14.31
LP/J,m,IDA_2358,2,idarubicin,100,E,monocytes,12.04
LP/J,m,IDA_2359,3,idarubicin,100,E,monocytes,3.95
LP/J,m,IDA_2360,4,idarubicin,100,E,monocytes,9.72
LP/J,m,IDA_2361,1,idarubicin,0,ctrl,"T cells",101.35
LP/J,m,IDA_2362,2,idarubicin,0,ctrl,"T cells",99.31
LP/J,m,IDA_2363,3,idarubicin,0,ctrl,"T cells",100.33
LP/J,m,IDA_2364,4,idarubicin,0,ctrl,"T cells",99.00
LP/J,m,IDA_2369,1,idarubicin,0.046,A,"T cells",100.84
LP/J,m,IDA_2370,2,idarubicin,0.046,A,"T cells",96.55
LP/J,m,IDA_2371,3,idarubicin,0.046,A,"T cells",98.49
LP/J,m,IDA_2372,4,idarubicin,0.046,A,"T cells",98.08
LP/J,m,IDA_2373,1,idarubicin,0.137,B,"T cells",97.68
LP/J,m,IDA_2374,2,idarubicin,0.137,B,"T cells",96.55
LP/J,m,IDA_2375,3,idarubicin,0.137,B,"T cells",96.55
LP/J,m,IDA_2376,4,idarubicin,0.137,B,"T cells",96.96
LP/J,m,IDA_2381,1,idarubicin,1.235,C,"T cells",87.56
LP/J,m,IDA_2382,2,idarubicin,1.235,C,"T cells",84.90
LP/J,m,IDA_2383,3,idarubicin,1.235,C,"T cells",84.19
LP/J,m,IDA_2384,4,idarubicin,1.235,C,"T cells",85.82
LP/J,m,IDA_2389,1,idarubicin,11.111,D,"T cells",13.08
LP/J,m,IDA_2390,2,idarubicin,11.111,D,"T cells",6.06
LP/J,m,IDA_2391,3,idarubicin,11.111,D,"T cells",12.57
LP/J,m,IDA_2392,4,idarubicin,11.111,D,"T cells",13.28
LP/J,m,IDA_2397,1,idarubicin,100,E,"T cells",7.19
LP/J,m,IDA_2398,2,idarubicin,100,E,"T cells",7.04
LP/J,m,IDA_2399,3,idarubicin,100,E,"T cells",2.06
LP/J,m,IDA_2400,4,idarubicin,100,E,"T cells",12.26
LP/J,m,SEL_2281,1,selumetinib,0,ctrl,"B cells",114.16
LP/J,m,SEL_2282,2,selumetinib,0,ctrl,"B cells",109.20
LP/J,m,SEL_2283,3,selumetinib,0,ctrl,"B cells",81.83
LP/J,m,SEL_2284,4,selumetinib,0,ctrl,"B cells",94.81
LP/J,m,SEL_2289,1,selumetinib,0.046,A,"B cells",114.29
LP/J,m,SEL_2290,2,selumetinib,0.046,A,"B cells",98.12
LP/J,m,SEL_2291,3,selumetinib,0.046,A,"B cells",100.41
LP/J,m,SEL_2292,4,selumetinib,0.046,A,"B cells",106.90
LP/J,m,SEL_2293,1,selumetinib,0.137,B,"B cells",117.98
LP/J,m,SEL_2294,2,selumetinib,0.137,B,"B cells",100.67
LP/J,m,SEL_2295,3,selumetinib,0.137,B,"B cells",91.76
LP/J,m,SEL_2296,4,selumetinib,0.137,B,"B cells",115.94
LP/J,m,SEL_2301,1,selumetinib,1.235,C,"B cells",115.69
LP/J,m,SEL_2302,2,selumetinib,1.235,C,"B cells",102.96
LP/J,m,SEL_2303,3,selumetinib,1.235,C,"B cells",93.16
LP/J,m,SEL_2304,4,selumetinib,1.235,C,"B cells",112.89
LP/J,m,SEL_2309,1,selumetinib,11.111,D,"B cells",110.47
LP/J,m,SEL_2310,2,selumetinib,11.111,D,"B cells",87.94
LP/J,m,SEL_2311,3,selumetinib,11.111,D,"B cells",106.78
LP/J,m,SEL_2312,4,selumetinib,11.111,D,"B cells",88.96
LP/J,m,SEL_2317,1,selumetinib,100,E,"B cells",108.30
LP/J,m,SEL_2318,2,selumetinib,100,E,"B cells",90.49
LP/J,m,SEL_2319,3,selumetinib,100,E,"B cells",94.43
LP/J,m,SEL_2320,4,selumetinib,100,E,"B cells",114.92
LP/J,m,SEL_2321,1,selumetinib,0,ctrl,monocytes,102.51
LP/J,m,SEL_2322,2,selumetinib,0,ctrl,monocytes,105.31
LP/J,m,SEL_2323,3,selumetinib,0,ctrl,monocytes,89.43
LP/J,m,SEL_2324,4,selumetinib,0,ctrl,monocytes,102.74
LP/J,m,SEL_2329,1,selumetinib,0.046,A,monocytes,97.84
LP/J,m,SEL_2330,2,selumetinib,0.046,A,monocytes,104.96
LP/J,m,SEL_2331,3,selumetinib,0.046,A,monocytes,100.99
LP/J,m,SEL_2332,4,selumetinib,0.046,A,monocytes,109.87
LP/J,m,SEL_2333,1,selumetinib,0.137,B,monocytes,101.69
LP/J,m,SEL_2334,2,selumetinib,0.137,B,monocytes,101.69
LP/J,m,SEL_2335,3,selumetinib,0.137,B,monocytes,96.44
LP/J,m,SEL_2336,4,selumetinib,0.137,B,monocytes,100.29
LP/J,m,SEL_2341,1,selumetinib,1.235,C,monocytes,99.24
LP/J,m,SEL_2342,2,selumetinib,1.235,C,monocytes,102.16
LP/J,m,SEL_2343,3,selumetinib,1.235,C,monocytes,102.98
LP/J,m,SEL_2344,4,selumetinib,1.235,C,monocytes,103.21
LP/J,m,SEL_2349,1,selumetinib,11.111,D,monocytes,100.53
LP/J,m,SEL_2350,2,selumetinib,11.111,D,monocytes,103.91
LP/J,m,SEL_2351,3,selumetinib,11.111,D,monocytes,106.95
LP/J,m,SEL_2352,4,selumetinib,11.111,D,monocytes,99.01
LP/J,m,SEL_2357,1,selumetinib,100,E,monocytes,96.21
LP/J,m,SEL_2358,2,selumetinib,100,E,monocytes,101.23
LP/J,m,SEL_2359,3,selumetinib,100,E,monocytes,101.81
LP/J,m,SEL_2360,4,selumetinib,100,E,monocytes,104.50
LP/J,m,SEL_2361,1,selumetinib,0,ctrl,"T cells",100.55
LP/J,m,SEL_2362,2,selumetinib,0,ctrl,"T cells",101.69
LP/J,m,SEL_2363,3,selumetinib,0,ctrl,"T cells",98.04
LP/J,m,SEL_2364,4,selumetinib,0,ctrl,"T cells",99.71
LP/J,m,SEL_2369,1,selumetinib,0.046,A,"T cells",99.50
LP/J,m,SEL_2370,2,selumetinib,0.046,A,"T cells",100.76
LP/J,m,SEL_2371,3,selumetinib,0.046,A,"T cells",98.77
LP/J,m,SEL_2372,4,selumetinib,0.046,A,"T cells",101.07
LP/J,m,SEL_2373,1,selumetinib,0.137,B,"T cells",99.71
LP/J,m,SEL_2374,2,selumetinib,0.137,B,"T cells",99.92
LP/J,m,SEL_2375,3,selumetinib,0.137,B,"T cells",99.09
LP/J,m,SEL_2376,4,selumetinib,0.137,B,"T cells",99.09
LP/J,m,SEL_2381,1,selumetinib,1.235,C,"T cells",99.50
LP/J,m,SEL_2382,2,selumetinib,1.235,C,"T cells",99.71
LP/J,m,SEL_2383,3,selumetinib,1.235,C,"T cells",100.03
LP/J,m,SEL_2384,4,selumetinib,1.235,C,"T cells",100.34
LP/J,m,SEL_2389,1,selumetinib,11.111,D,"T cells",97.00
LP/J,m,SEL_2390,2,selumetinib,11.111,D,"T cells",100.76
LP/J,m,SEL_2391,3,selumetinib,11.111,D,"T cells",101.38
LP/J,m,SEL_2392,4,selumetinib,11.111,D,"T cells",97.73
LP/J,m,SEL_2397,1,selumetinib,100,E,"T cells",100.34
LP/J,m,SEL_2398,2,selumetinib,100,E,"T cells",100.44
LP/J,m,SEL_2399,3,selumetinib,100,E,"T cells",100.44
LP/J,m,SEL_2400,4,selumetinib,100,E,"T cells",101.38
MA/MyJ,m,BEZ_2401,1,BEZ235,0,ctrl,"B cells",100.88
MA/MyJ,m,BEZ_2402,2,BEZ235,0,ctrl,"B cells",100.38
MA/MyJ,m,BEZ_2403,3,BEZ235,0,ctrl,"B cells",97.86
MA/MyJ,m,BEZ_2404,4,BEZ235,0,ctrl,"B cells",100.88
MA/MyJ,m,BEZ_2409,1,BEZ235,0.046,A,"B cells",99.77
MA/MyJ,m,BEZ_2410,2,BEZ235,0.046,A,"B cells",83.23
MA/MyJ,m,BEZ_2411,3,BEZ235,0.046,A,"B cells",97.76
MA/MyJ,m,BEZ_2412,4,BEZ235,0.046,A,"B cells",100.08
MA/MyJ,m,BEZ_2413,1,BEZ235,0.137,B,"B cells",99.87
MA/MyJ,m,BEZ_2414,2,BEZ235,0.137,B,"B cells",93.62
MA/MyJ,m,BEZ_2415,3,BEZ235,0.137,B,"B cells",96.75
MA/MyJ,m,BEZ_2416,4,BEZ235,0.137,B,"B cells",98.97
MA/MyJ,m,BEZ_2421,1,BEZ235,1.235,C,"B cells",100.88
MA/MyJ,m,BEZ_2422,2,BEZ235,1.235,C,"B cells",89.79
MA/MyJ,m,BEZ_2423,3,BEZ235,1.235,C,"B cells",89.08
MA/MyJ,m,BEZ_2424,4,BEZ235,1.235,C,"B cells",84.94
MA/MyJ,m,BEZ_2429,1,BEZ235,11.111,D,"B cells",100.88
MA/MyJ,m,BEZ_2430,2,BEZ235,11.111,D,"B cells",69.71
MA/MyJ,m,BEZ_2431,3,BEZ235,11.111,D,"B cells",79.19
MA/MyJ,m,BEZ_2432,4,BEZ235,11.111,D,"B cells",89.08
MA/MyJ,m,BEZ_2437,1,BEZ235,100,E,"B cells",99.17
MA/MyJ,m,BEZ_2438,2,BEZ235,100,E,"B cells",54.98
MA/MyJ,m,BEZ_2439,3,BEZ235,100,E,"B cells",29.96
MA/MyJ,m,BEZ_2440,4,BEZ235,100,E,"B cells",61.54
MA/MyJ,m,BEZ_2441,1,BEZ235,0,ctrl,monocytes,101.15
MA/MyJ,m,BEZ_2442,2,BEZ235,0,ctrl,monocytes,100.13
MA/MyJ,m,BEZ_2443,3,BEZ235,0,ctrl,monocytes,99.92
MA/MyJ,m,BEZ_2444,4,BEZ235,0,ctrl,monocytes,98.80
MA/MyJ,m,BEZ_2449,1,BEZ235,0.046,A,monocytes,100.74
MA/MyJ,m,BEZ_2450,2,BEZ235,0.046,A,monocytes,98.18
MA/MyJ,m,BEZ_2451,3,BEZ235,0.046,A,monocytes,100.54
MA/MyJ,m,BEZ_2452,4,BEZ235,0.046,A,monocytes,100.44
MA/MyJ,m,BEZ_2453,1,BEZ235,0.137,B,monocytes,101.66
MA/MyJ,m,BEZ_2454,2,BEZ235,0.137,B,monocytes,100.95
MA/MyJ,m,BEZ_2455,3,BEZ235,0.137,B,monocytes,99.92
MA/MyJ,m,BEZ_2456,4,BEZ235,0.137,B,monocytes,101.87
MA/MyJ,m,BEZ_2461,1,BEZ235,1.235,C,monocytes,101.46
MA/MyJ,m,BEZ_2462,2,BEZ235,1.235,C,monocytes,99.00
MA/MyJ,m,BEZ_2463,3,BEZ235,1.235,C,monocytes,96.14
MA/MyJ,m,BEZ_2464,4,BEZ235,1.235,C,monocytes,97.67
MA/MyJ,m,BEZ_2469,1,BEZ235,11.111,D,monocytes,101.05
MA/MyJ,m,BEZ_2470,2,BEZ235,11.111,D,monocytes,99.31
MA/MyJ,m,BEZ_2471,3,BEZ235,11.111,D,monocytes,96.85
MA/MyJ,m,BEZ_2472,4,BEZ235,11.111,D,monocytes,97.57
MA/MyJ,m,BEZ_2477,1,BEZ235,100,E,monocytes,86.00
MA/MyJ,m,BEZ_2478,2,BEZ235,100,E,monocytes,94.19
MA/MyJ,m,BEZ_2479,3,BEZ235,100,E,monocytes,85.08
MA/MyJ,m,BEZ_2480,4,BEZ235,100,E,monocytes,90.91
MA/MyJ,m,BEZ_2481,1,BEZ235,0,ctrl,"T cells",100.53
MA/MyJ,m,BEZ_2482,2,BEZ235,0,ctrl,"T cells",100.13
MA/MyJ,m,BEZ_2483,3,BEZ235,0,ctrl,"T cells",99.52
MA/MyJ,m,BEZ_2484,4,BEZ235,0,ctrl,"T cells",99.82
MA/MyJ,m,BEZ_2489,1,BEZ235,0.046,A,"T cells",100.23
MA/MyJ,m,BEZ_2490,2,BEZ235,0.046,A,"T cells",97.31
MA/MyJ,m,BEZ_2491,3,BEZ235,0.046,A,"T cells",100.03
MA/MyJ,m,BEZ_2492,4,BEZ235,0.046,A,"T cells",100.13
MA/MyJ,m,BEZ_2493,1,BEZ235,0.137,B,"T cells",100.53
MA/MyJ,m,BEZ_2494,2,BEZ235,0.137,B,"T cells",99.52
MA/MyJ,m,BEZ_2495,3,BEZ235,0.137,B,"T cells",99.72
MA/MyJ,m,BEZ_2496,4,BEZ235,0.137,B,"T cells",100.33
MA/MyJ,m,BEZ_2501,1,BEZ235,1.235,C,"T cells",100.43
MA/MyJ,m,BEZ_2502,2,BEZ235,1.235,C,"T cells",98.62
MA/MyJ,m,BEZ_2503,3,BEZ235,1.235,C,"T cells",97.31
MA/MyJ,m,BEZ_2504,4,BEZ235,1.235,C,"T cells",97.91
MA/MyJ,m,BEZ_2509,1,BEZ235,11.111,D,"T cells",100.33
MA/MyJ,m,BEZ_2510,2,BEZ235,11.111,D,"T cells",96.81
MA/MyJ,m,BEZ_2511,3,BEZ235,11.111,D,"T cells",98.01
MA/MyJ,m,BEZ_2512,4,BEZ235,11.111,D,"T cells",98.31
MA/MyJ,m,BEZ_2517,1,BEZ235,100,E,"T cells",99.12
MA/MyJ,m,BEZ_2518,2,BEZ235,100,E,"T cells",93.28
MA/MyJ,m,BEZ_2519,3,BEZ235,100,E,"T cells",85.33
MA/MyJ,m,BEZ_2520,4,BEZ235,100,E,"T cells",92.98
MA/MyJ,m,DOX_2401,1,doxorubicin,0,ctrl,"B cells",99.92
MA/MyJ,m,DOX_2402,2,doxorubicin,0,ctrl,"B cells",99.52
MA/MyJ,m,DOX_2403,3,doxorubicin,0,ctrl,"B cells",100.53
MA/MyJ,m,DOX_2404,4,doxorubicin,0,ctrl,"B cells",100.03
MA/MyJ,m,DOX_2409,1,doxorubicin,0.046,A,"B cells",99.32
MA/MyJ,m,DOX_2410,2,doxorubicin,0.046,A,"B cells",75.19
MA/MyJ,m,DOX_2411,3,doxorubicin,0.046,A,"B cells",94.09
MA/MyJ,m,DOX_2412,4,doxorubicin,0.046,A,"B cells",100.23
MA/MyJ,m,DOX_2413,1,doxorubicin,0.137,B,"B cells",84.44
MA/MyJ,m,DOX_2414,2,doxorubicin,0.137,B,"B cells",57.80
MA/MyJ,m,DOX_2415,3,doxorubicin,0.137,B,"B cells",83.24
MA/MyJ,m,DOX_2416,4,doxorubicin,0.137,B,"B cells",71.98
MA/MyJ,m,DOX_2421,1,doxorubicin,1.235,C,"B cells",25.33
MA/MyJ,m,DOX_2422,2,doxorubicin,1.235,C,"B cells",8.76
MA/MyJ,m,DOX_2423,3,doxorubicin,1.235,C,"B cells",27.34
MA/MyJ,m,DOX_2424,4,doxorubicin,1.235,C,"B cells",20.31
MA/MyJ,m,DOX_2429,1,doxorubicin,11.111,D,"B cells",0.83
MA/MyJ,m,DOX_2430,2,doxorubicin,11.111,D,"B cells",1.10
MA/MyJ,m,DOX_2431,3,doxorubicin,11.111,D,"B cells",1.00
MA/MyJ,m,DOX_2432,4,doxorubicin,11.111,D,"B cells",1.04
MA/MyJ,m,DOX_2437,1,doxorubicin,100,E,"B cells",1.20
MA/MyJ,m,DOX_2438,2,doxorubicin,100,E,"B cells",1.53
MA/MyJ,m,DOX_2439,3,doxorubicin,100,E,"B cells",8.89
MA/MyJ,m,DOX_2440,4,doxorubicin,100,E,"B cells",2.17
MA/MyJ,m,DOX_2441,1,doxorubicin,0,ctrl,monocytes,99.92
MA/MyJ,m,DOX_2442,2,doxorubicin,0,ctrl,monocytes,99.42
MA/MyJ,m,DOX_2443,3,doxorubicin,0,ctrl,monocytes,101.24
MA/MyJ,m,DOX_2444,4,doxorubicin,0,ctrl,monocytes,99.42
MA/MyJ,m,DOX_2449,1,doxorubicin,0.046,A,monocytes,99.62
